Datetime,CO(GT)
2004-12-21200000,39.0
2004-12-21210000,4.0
2004-12-21220000,23.0
2004-12-21230000,15.0
2004-12-22000000,15.0
2004-12-22010000,22.0
2004-12-22020000,13.0
2004-12-22030000,9.0
2004-12-22050000,5.0
2004-12-22060000,5.0
2004-12-22070000,9.0
2004-12-22080000,2.0
2004-12-22090000,32.0
2004-12-22100000,23.0
2004-12-22110000,18.0
2004-12-22120000,21.0
2004-12-22130000,19.0
2004-12-22140000,24.0
2004-12-22150000,21.0
2004-12-22160000,28.0
2004-12-22170000,33.0
2004-12-22180000,29.0
2004-12-22190000,39.0
2004-12-22200000,41.0
2004-12-22210000,33.0
2004-12-22220000,33.0
2004-12-22230000,19.0
2004-12-23000000,2.0
2004-12-23010000,19.0
2004-12-23020000,21.0
2004-12-23030000,17.0
2004-12-23040000,13.0
2004-12-23050000,11.0
2004-12-23060000,12.0
2004-12-23070000,18.0
2004-12-23080000,36.0
2004-12-23090000,37.0
2004-12-23100000,34.0
2004-12-23110000,4.0
2004-12-23120000,38.0
2004-12-23130000,41.0
2004-12-23140000,49.0
2004-12-23150000,33.0
2004-12-23160000,43.0
2004-12-23170000,66.0
2004-12-23180000,85.0
2004-12-23190000,87.0
2004-12-23200000,91.0
2004-12-23210000,72.0
2004-12-23220000,5.0
2004-12-23230000,42.0
2004-12-24000000,46.0
2004-12-24010000,39.0
2004-12-24020000,34.0
2004-12-24030000,3.0
2004-12-24040000,24.0
2004-12-24050000,25.0
2004-12-24060000,35.0
2004-12-24070000,39.0
2004-12-24080000,48.0
2004-12-24090000,61.0
2004-12-24100000,66.0
2004-12-24110000,65.0
2004-12-24120000,6.0
2004-12-24130000,69.0
2004-12-24140000,79.0
2004-12-24150000,61.0
2004-12-24160000,67.0
2004-12-24170000,68.0
2004-12-24180000,67.0
2004-12-24190000,64.0
2004-12-24200000,68.0
2004-12-24210000,56.0
2004-12-24220000,54.0
2004-12-24230000,52.0
2004-12-25000000,59.0
2004-12-25010000,56.0
2004-12-25020000,55.0
2004-12-25030000,52.0
2004-12-25050000,22.0
2004-12-25060000,2.0
2004-12-25070000,22.0
2004-12-25080000,2.0
2004-12-25090000,25.0
2004-12-25100000,3.0
2004-12-25110000,28.0
2004-12-25120000,34.0
2004-12-25130000,55.0
2004-12-25140000,4.0
2004-12-25150000,24.0
2004-12-25160000,31.0
2004-12-25170000,4.0
2004-12-25180000,46.0
2004-12-25190000,48.0
2004-12-25200000,62.0
2004-12-25210000,46.0
2004-12-25220000,45.0
2004-12-25230000,42.0
2004-12-26000000,26.0
2004-12-26010000,16.0
2004-12-26020000,13.0
2004-12-26030000,6.0
2004-12-26040000,5.0
2004-12-26050000,4.0
2004-12-26060000,3.0
2004-12-26070000,4.0
2004-12-26080000,6.0
2004-12-26090000,9.0
2004-12-26100000,11.0
2004-12-26110000,1.0
2004-12-26120000,16.0
2004-12-26130000,18.0
2004-12-26140000,1.0
2004-12-26150000,8.0
2004-12-26160000,14.0
2004-12-26170000,21.0
2004-12-26180000,23.0
2004-12-26190000,35.0
2004-12-26200000,38.0
2004-12-26210000,24.0
2004-12-26220000,1.0
2004-12-26230000,13.0
2004-12-27000000,23.0
2004-12-27010000,15.0
2004-12-27020000,11.0
2004-12-27030000,6.0
2004-12-27040000,7.0
2004-12-27050000,4.0
2004-12-27060000,5.0
2004-12-27070000,8.0
2004-12-27080000,19.0
2004-12-27090000,23.0
2004-12-27100000,19.0
2004-12-27110000,16.0
2004-12-27120000,14.0
2004-12-27130000,15.0
2004-12-27140000,14.0
2004-12-27150000,2.0
2004-12-27160000,25.0
2004-12-27170000,22.0
2004-12-27180000,2.0
2004-12-27190000,21.0
2004-12-27200000,21.0
2004-12-27210000,21.0
2004-12-27220000,16.0
2004-12-27230000,11.0
2004-12-28000000,12.0
2005-01-01010000,16.0
2005-01-01020000,25.0
2005-01-01030000,27.0
2005-01-01040000,19.0
2005-01-01050000,14.0
2005-01-01060000,15.0
2005-01-01070000,14.0
2005-01-01080000,11.0
2005-01-01090000,10.0
2005-01-01100000,12.0
2005-01-01110000,17.0
2005-01-01120000,23.0
2005-01-01130000,22.0
2005-01-01140000,24.0
2005-01-01150000,22.0
2005-01-01160000,21.0
2005-01-01170000,30.0
2005-01-01180000,47.0
2005-01-01190000,36.0
2005-01-01200000,25.0
2005-01-01210000,23.0
2005-01-01220000,21.0
2005-01-01230000,17.0
2005-01-02000000,18.0
2005-01-02010000,16.0
2005-01-02020000,13.0
2005-01-02030000,13.0
2005-01-02040000,13.0
2005-01-02050000,11.0
2005-01-02060000,10.0
2005-01-02070000,10.0
2005-01-02080000,12.0
2005-01-02090000,13.0
2005-01-02100000,16.0
2005-01-02110000,22.0
2005-01-02120000,22.0
2005-01-02130000,28.0
2005-01-02140000,21.0
2005-01-02150000,16.0
2005-01-02160000,28.0
2005-01-02170000,26.0
2005-01-02180000,28.0
2005-01-02190000,29.0
2005-01-02200000,34.0
2005-01-02210000,29.0
2005-01-02220000,32.0
2005-01-02230000,31.0
2005-01-03000000,30.0
2005-01-03010000,34.0
2005-01-03020000,30.0
2005-01-03030000,27.0
2005-01-03050000,11.0
2005-01-03060000,14.0
2005-01-03070000,18.0
2005-01-03080000,36.0
2005-01-03090000,31.0
2005-01-03100000,19.0
2005-01-03110000,17.0
2005-01-03120000,17.0
2005-01-03130000,16.0
2005-01-03140000,16.0
2005-01-03150000,17.0
2005-01-03160000,22.0
2005-01-03170000,33.0
2005-01-03180000,39.0
2005-01-03190000,50.0
2005-01-03200000,42.0
2005-01-03210000,32.0
2005-01-03220000,17.0
2005-01-03230000,15.0
2005-01-04000000,13.0
2005-01-04010000,12.0
2005-01-04020000,13.0
2005-01-04030000,8.0
2005-01-04040000,6.0
2005-01-04050000,8.0
2005-01-04060000,9.0
2005-01-04070000,11.0
2005-01-04080000,34.0
2005-01-04090000,36.0
2005-01-04100000,31.0
2005-01-04110000,33.0
2005-01-04120000,34.0
2005-01-04130000,28.0
2005-01-04140000,26.0
2005-01-04150000,30.0
2005-01-04160000,29.0
2005-01-04170000,38.0
2005-01-04180000,38.0
2005-01-04190000,36.0
2005-01-04200000,45.0
2005-01-04210000,37.0
2005-01-04220000,24.0
2005-01-04230000,17.0
2005-01-05000000,17.0
2005-01-05010000,17.0
2005-01-05020000,19.0
2005-01-05030000,20.0
2005-01-05040000,20.0
2005-01-05050000,17.0
2005-01-05060000,18.0
2005-01-05070000,22.0
2005-01-05080000,37.0
2005-01-05090000,48.0
2005-01-05100000,48.0
2005-01-05110000,52.0
2005-01-05120000,59.0
2005-01-05130000,59.0
2005-01-05140000,31.0
2005-01-05150000,26.0
2005-01-05160000,28.0
2005-01-05170000,28.0
2005-01-05180000,28.0
2005-01-05190000,31.0
2005-01-05200000,33.0
2005-01-05210000,27.0
2005-01-05220000,23.0
2005-01-05230000,16.0
2005-01-06000000,16.0
2005-01-06010000,17.0
2005-01-06020000,16.0
2005-01-06030000,14.0
2005-01-06050000,9.0
2005-01-06060000,8.0
2005-01-06070000,7.0
2005-01-06080000,11.0
2005-01-06090000,15.0
2005-01-06100000,15.0
2005-01-06110000,16.0
2005-01-06120000,16.0
2005-01-06130000,20.0
2005-01-06140000,17.0
2005-01-06150000,15.0
2005-01-06160000,20.0
2005-01-06170000,19.0
2005-01-06180000,21.0
2005-01-06190000,28.0
2005-01-06200000,27.0
2005-01-06210000,24.0
2005-01-06220000,16.0
2005-01-06230000,17.0
2005-01-07000000,13.0
2005-01-07010000,14.0
2005-01-07020000,12.0
2005-01-07030000,10.0
2005-01-07040000,10.0
2005-01-07050000,6.0
2005-01-07060000,7.0
2005-01-07070000,10.0
2005-01-07080000,17.0
2005-01-07090000,30.0
2005-01-07100000,24.0
2005-01-07110000,22.0
2005-01-07120000,26.0
2005-01-07130000,25.0
2005-01-07140000,30.0
2005-01-07150000,33.0
2005-01-07160000,38.0
2005-01-07170000,36.0
2005-01-07180000,50.0
2005-01-07190000,57.0
2005-01-07200000,50.0
2005-01-07210000,48.0
2005-01-07220000,39.0
2005-01-07230000,33.0
2005-01-08000000,34.0
2005-01-08010000,24.0
2005-01-08020000,14.0
2005-01-08030000,14.0
2005-01-08040000,12.0
2005-01-08050000,12.0
2005-01-08060000,12.0
2005-01-08070000,13.0
2005-01-08080000,23.0
2005-01-08090000,34.0
2005-01-08100000,30.0
2005-01-08110000,25.0
2005-01-08120000,27.0
2005-01-08130000,28.0
2005-01-08140000,36.0
2005-01-08150000,31.0
2005-01-08160000,43.0
2005-01-08170000,46.0
2005-01-08180000,43.0
2005-01-08190000,43.0
2005-01-08200000,55.0
2005-01-08210000,34.0
2005-01-08220000,24.0
2005-01-08230000,16.0
2005-01-09000000,17.0
2005-01-09010000,16.0
2005-01-09020000,13.0
2005-01-09030000,8.0
2005-01-09050000,6.0
2005-01-09060000,6.0
2005-01-09070000,5.0
2005-01-09080000,6.0
2005-01-09090000,7.0
2005-01-09100000,9.0
2005-01-09110000,15.0
2005-01-09120000,19.0
2005-01-09130000,19.0
2005-01-09140000,22.0
2005-01-09150000,38.0
2005-01-09160000,20.0
2005-01-09170000,22.0
2005-01-09180000,33.0
2005-01-09190000,27.0
2005-01-09200000,26.0
2005-01-09210000,25.0
2005-01-09220000,15.0
2005-01-09230000,19.0
2005-01-10000000,20.0
2005-01-10010000,17.0
2005-01-10020000,12.0
2005-01-10030000,9.0
2005-01-10040000,6.0
2005-01-10070000,4.0
2005-01-10080000,26.0
2005-01-10090000,35.0
2005-01-10100000,21.0
2005-01-10110000,21.0
2005-01-10120000,17.0
2005-01-10130000,26.0
2005-01-10140000,26.0
2005-01-10150000,24.0
2005-01-10160000,24.0
2005-01-10170000,20.0
2005-01-10180000,20.0
2005-01-10190000,31.0
2005-01-10200000,33.0
2005-01-10210000,33.0
2005-01-10220000,26.0
2005-01-10230000,17.0
2005-01-11000000,18.0
2005-01-11010000,15.0
2005-01-11020000,11.0
2005-01-11030000,9.0
2005-01-11040000,7.0
2005-01-11050000,7.0
2005-01-11060000,9.0
2005-01-11070000,13.0
2005-01-11080000,32.0
2005-01-11090000,51.0
2005-01-11100000,37.0
2005-01-11110000,32.0
2005-01-11120000,31.0
2005-01-11130000,30.0
2005-01-11140000,36.0
2005-01-11150000,32.0
2005-01-11160000,39.0
2005-01-11170000,34.0
2005-01-11180000,39.0
2005-01-11190000,36.0
2005-01-11200000,47.0
2005-01-11210000,41.0
2005-01-11220000,34.0
2005-01-11230000,35.0
2005-01-12000000,12.0
2005-01-12010000,24.0
2005-01-12020000,21.0
2005-01-12030000,11.0
2005-01-12050000,10.0
2005-01-12060000,14.0
2005-01-12070000,18.0
2005-01-12080000,38.0
2005-01-12090000,41.0
2005-01-12100000,44.0
2005-01-12110000,35.0
2005-01-12120000,35.0
2005-01-12130000,38.0
2005-01-12140000,31.0
2005-01-12150000,34.0
2005-01-12160000,33.0
2005-01-12170000,34.0
2005-01-12180000,47.0
2005-01-12190000,57.0
2005-01-12200000,56.0
2005-01-12210000,59.0
2005-01-12220000,36.0
2005-01-12230000,25.0
2005-01-13000000,29.0
2005-01-13010000,25.0
2005-01-13020000,17.0
2005-01-13030000,16.0
2005-01-13040000,11.0
2005-01-13050000,9.0
2005-01-13060000,10.0
2005-01-13070000,16.0
2005-01-13080000,31.0
2005-01-13090000,41.0
2005-01-13100000,39.0
2005-01-13110000,36.0
2005-01-13120000,32.0
2005-01-13130000,22.0
2005-01-13140000,24.0
2005-01-13150000,27.0
2005-01-13160000,27.0
2005-01-13170000,39.0
2005-01-13180000,52.0
2005-01-13190000,40.0
2005-01-13200000,29.0
2005-01-13210000,33.0
2005-01-13220000,20.0
2005-01-13230000,18.0
2005-01-14000000,27.0
2005-01-14010000,18.0
2005-01-14020000,13.0
2005-01-14030000,10.0
2005-01-14040000,11.0
2005-01-14050000,16.0
2005-01-14060000,13.0
2005-01-14070000,14.0
2005-01-14080000,50.0
2005-01-14090000,43.0
2005-01-14100000,41.0
2005-01-14110000,38.0
2005-01-14120000,31.0
2005-01-14130000,33.0
2005-01-14140000,31.0
2005-01-14150000,27.0
2005-01-14160000,34.0
2005-01-14170000,50.0
2005-01-14180000,57.0
2005-01-14190000,58.0
2005-01-14200000,58.0
2005-01-14210000,50.0
2005-01-14220000,17.0
2005-01-14230000,16.0
2005-01-15000000,23.0
2005-01-15010000,24.0
2005-01-15020000,20.0
2005-01-15030000,16.0
2005-01-15050000,11.0
2005-01-15060000,10.0
2005-01-15070000,13.0
2005-01-15080000,19.0
2005-01-15090000,26.0
2005-01-15100000,27.0
2005-01-15110000,24.0
2005-01-15120000,27.0
2005-01-15130000,31.0
2005-01-15140000,44.0
2005-01-15150000,32.0
2005-01-15160000,29.0
2005-01-15170000,30.0
2005-01-15180000,37.0
2005-01-15190000,52.0
2005-01-15200000,33.0
2005-01-15210000,36.0
2005-01-15220000,23.0
2005-01-15230000,30.0
2005-01-16000000,38.0
2005-01-16010000,32.0
2005-01-16020000,21.0
2005-01-16030000,17.0
2005-01-16040000,17.0
2005-01-16050000,14.0
2005-01-16060000,12.0
2005-01-16070000,14.0
2005-01-16080000,14.0
2005-01-16090000,17.0
2005-01-16100000,10.0
2005-01-16110000,10.0
2005-01-16120000,8.0
2005-01-16130000,10.0
2005-01-16140000,8.0
2005-01-16150000,7.0
2005-01-16160000,11.0
2005-01-16170000,11.0
2005-01-16180000,12.0
2005-01-16190000,20.0
2005-01-16200000,22.0
2005-01-16210000,15.0
2005-01-16220000,12.0
2005-01-16230000,15.0
2005-01-17000000,14.0
2005-01-17010000,12.0
2005-01-17020000,10.0
2005-01-17030000,6.0
2005-01-17040000,7.0
2005-01-17050000,5.0
2005-01-17060000,7.0
2005-01-17070000,10.0
2005-01-17080000,30.0
2005-01-17090000,41.0
2005-01-17100000,31.0
2005-01-17110000,38.0
2005-01-17120000,27.0
2005-01-17130000,31.0
2005-01-17140000,31.0
2005-01-17150000,32.0
2005-01-17160000,33.0
2005-01-17170000,40.0
2005-01-17180000,86.0
2005-01-17190000,87.0
2005-01-17200000,36.0
2005-01-17210000,30.0
2005-01-17220000,19.0
2005-01-17230000,19.0
2005-01-18000000,16.0
2005-01-18010000,14.0
2005-01-18020000,10.0
2005-01-18030000,7.0
2005-01-18050000,8.0
2005-01-18060000,9.0
2005-01-18070000,15.0
2005-01-18080000,31.0
2005-01-18090000,51.0
2005-01-18100000,58.0
2005-01-18110000,38.0
2005-01-18120000,44.0
2005-01-18130000,49.0
2005-01-18140000,52.0
2005-01-18150000,46.0
2005-01-18160000,48.0
2005-01-18170000,49.0
2005-01-18180000,49.0
2005-01-18190000,55.0
2005-01-18200000,42.0
2005-01-18210000,15.0
2005-01-18220000,1.0
2005-01-18230000,2.0
2005-01-19000000,9.0
2005-01-19010000,10.0
2005-01-19020000,4.0
2005-01-19070000,1.0
2005-01-19080000,7.0
2005-01-19090000,12.0
2005-01-19100000,2.0
2005-01-19130000,3.0
2005-01-19140000,6.0
2005-01-19150000,2.0
2005-01-19160000,2.0
2005-01-19170000,7.0
2005-01-19180000,18.0
2005-01-19190000,22.0
2005-01-19200000,23.0
2005-01-19210000,26.0
2005-01-19220000,11.0
2005-01-19230000,12.0
2005-01-20000000,18.0
2005-01-20010000,11.0
2005-01-20020000,9.0
2005-01-20030000,7.0
2005-01-20040000,6.0
2005-01-20050000,6.0
2005-01-20060000,9.0
2005-01-20070000,10.0
2005-01-20080000,34.0
2005-01-20090000,42.0
2005-01-20100000,44.0
2005-01-20110000,29.0
2005-01-20120000,26.0
2005-01-20130000,26.0
2005-01-20140000,30.0
2005-01-20150000,23.0
2005-01-20160000,30.0
2005-01-20170000,45.0
2005-01-20180000,60.0
2005-01-20190000,43.0
2005-01-20200000,34.0
2005-01-20210000,28.0
2005-01-20220000,21.0
2005-01-20230000,17.0
2005-01-21000000,18.0
2005-01-21010000,16.0
2005-01-21020000,14.0
2005-01-21030000,13.0
2005-01-21050000,13.0
2005-01-21060000,16.0
2005-01-21070000,24.0
2005-01-21080000,45.0
2005-01-21090000,57.0
2005-01-21100000,43.0
2005-01-21110000,42.0
2005-01-21120000,45.0
2005-01-21130000,50.0
2005-01-21140000,29.0
2005-01-21150000,30.0
2005-01-21160000,33.0
2005-01-21170000,14.0
2005-01-21180000,23.0
2005-01-21190000,16.0
2005-01-21200000,49.0
2005-01-21210000,64.0
2005-01-21220000,35.0
2005-01-21230000,17.0
2005-01-22000000,26.0
2005-01-22010000,16.0
2005-01-22020000,15.0
2005-01-22030000,9.0
2005-01-22040000,5.0
2005-01-22050000,9.0
2005-01-22060000,4.0
2005-01-22070000,5.0
2005-01-22080000,8.0
2005-01-22090000,14.0
2005-01-22100000,16.0
2005-01-22110000,15.0
2005-01-22120000,10.0
2005-01-22130000,10.0
2005-01-22140000,13.0
2005-01-22150000,1.0
2005-01-22180000,1.0
2005-01-22190000,4.0
2005-01-22200000,7.0
2005-01-22210000,27.0
2005-01-22220000,21.0
2005-01-22230000,13.0
2005-01-23000000,8.0
2005-01-24020000,1.0
2005-01-24050000,3.0
2005-01-24060000,5.0
2005-01-24070000,6.0
2005-01-24080000,18.0
2005-01-24090000,20.0
2005-01-24100000,14.0
2005-01-24110000,6.0
2005-01-24120000,5.0
2005-01-24130000,7.0
2005-01-24140000,7.0
2005-01-24150000,11.0
2005-01-24160000,13.0
2005-01-24170000,10.0
2005-01-24180000,15.0
2005-01-24190000,15.0
2005-01-24200000,12.0
2005-01-24210000,3.0
2005-01-25080000,2.0
2005-01-25090000,7.0
2005-01-25100000,5.0
2005-01-25110000,4.0
2005-01-25120000,3.0
2005-01-25130000,3.0
2005-01-25140000,4.0
2005-01-25150000,2.0
2005-01-25160000,4.0
2005-01-25170000,4.0
2005-01-25180000,7.0
2005-01-25190000,10.0
2005-01-25200000,11.0
2005-01-25210000,3.0
2005-01-25220000,1.0
2005-01-26080000,3.0
2005-01-26090000,6.0
2005-01-26100000,3.0
2005-01-26110000,1.0
2005-01-26120000,1.0
2005-01-26130000,2.0
2005-01-26140000,5.0
2005-01-26150000,3.0
2005-01-26160000,3.0
2005-01-26170000,3.0
2005-01-26180000,10.0
2005-01-26190000,14.0
2005-01-26200000,14.0
2005-01-26210000,11.0
2005-01-26220000,4.0
2005-01-26230000,2.0
2005-01-27000000,2.0
2005-01-27010000,2.0
2005-01-27020000,2.0
2005-01-27050000,4.0
2005-01-27060000,5.0
2005-01-27070000,7.0
2005-01-27080000,19.0
2005-01-27090000,24.0
2005-01-27100000,20.0
2005-01-27110000,13.0
2005-01-27120000,10.0
2005-01-27130000,12.0
2005-01-27140000,15.0
2005-01-27150000,13.0
2005-01-27160000,15.0
2005-01-27170000,15.0
2005-01-27180000,21.0
2005-01-27190000,26.0
2005-01-27200000,30.0
2005-01-27210000,20.0
2005-01-27220000,14.0
2005-01-27230000,13.0
2005-01-28000000,12.0
2005-01-28010000,11.0
2005-01-28020000,9.0
2005-01-28030000,8.0
2005-01-28040000,6.0
2005-01-28050000,5.0
2005-01-28060000,6.0
2005-01-28070000,7.0
2005-01-28080000,16.0
2005-01-28090000,22.0
2005-01-28100000,18.0
2005-01-28110000,15.0
2005-01-28120000,18.0
2005-01-28130000,14.0
2005-01-28140000,21.0
2005-01-28150000,16.0
2005-01-28160000,13.0
2005-01-28170000,19.0
2005-01-28180000,24.0
2005-01-28190000,30.0
2005-01-28200000,19.0
2005-01-28210000,18.0
2005-01-28220000,11.0
2005-01-28230000,11.0
2005-01-29000000,11.0
2005-01-29010000,10.0
2005-01-29020000,7.0
2005-01-29030000,6.0
2005-01-29040000,5.0
2005-01-29050000,5.0
2005-01-29060000,4.0
2005-01-29070000,5.0
2005-01-29080000,8.0
2005-01-29090000,11.0
2005-01-29100000,11.0
2005-01-29110000,11.0
2005-01-29120000,11.0
2005-01-29130000,11.0
2005-01-29140000,12.0
2005-01-29150000,10.0
2005-01-29160000,12.0
2005-01-29170000,13.0
2005-01-29180000,14.0
2005-01-29190000,13.0
2005-01-29200000,14.0
2005-01-29210000,15.0
2005-01-29220000,10.0
2005-01-29230000,10.0
2005-01-30000000,11.0
2005-01-30010000,13.0
2005-01-30020000,10.0
2005-01-30030000,11.0
2005-01-30050000,6.0
2005-01-30060000,5.0
2005-01-30070000,4.0
2005-01-30080000,5.0
2005-01-30090000,7.0
2005-01-30100000,8.0
2005-01-30110000,8.0
2005-01-30120000,10.0
2005-01-30130000,9.0
2005-01-30140000,9.0
2005-01-30150000,9.0
2005-01-30160000,10.0
2005-01-30170000,10.0
2005-01-30180000,11.0
2005-01-30190000,12.0
2005-01-30200000,16.0
2005-01-30210000,17.0
2005-01-30220000,11.0
2005-01-30230000,13.0
2005-01-31000000,17.0
2005-01-31010000,15.0
2005-01-31020000,8.0
2005-01-31030000,5.0
2005-01-31040000,4.0
2005-01-31050000,4.0
2005-01-31060000,4.0
2005-01-31070000,7.0
2005-01-31080000,18.0
2005-01-31100000,35.0
2005-01-31110000,28.0
2005-01-31120000,31.0
2005-01-31130000,25.0
2005-01-31140000,27.0
2005-01-31150000,29.0
2005-01-31160000,32.0
2005-01-31170000,41.0
2005-01-31180000,61.0
2005-01-31190000,68.0
2005-01-31200000,68.0
2005-01-31210000,37.0
2005-01-31220000,21.0
2005-01-31230000,14.0
2005-02-01000000,13.0
2005-02-01010000,11.0
2005-02-01020000,10.0
2005-02-01030000,9.0
2005-02-01040000,8.0
2005-02-01050000,9.0
2005-02-01060000,11.0
2005-02-01070000,16.0
2005-02-01080000,37.0
2005-02-01090000,48.0
2005-02-01100000,41.0
2005-02-01110000,45.0
2005-02-01120000,45.0
2005-02-01130000,37.0
2005-02-01140000,42.0
2005-02-01150000,33.0
2005-02-01160000,32.0
2005-02-01170000,36.0
2005-02-01180000,35.0
2005-02-01190000,41.0
2005-02-01200000,40.0
2005-02-01210000,33.0
2005-02-01220000,30.0
2005-02-01230000,26.0
2005-02-02000000,26.0
2005-02-02010000,26.0
2005-02-02020000,29.0
2005-02-02030000,29.0
2005-02-02040000,25.0
2005-02-02050000,20.0
2005-02-02060000,22.0
2005-02-02070000,24.0
2005-02-02080000,40.0
2005-02-02090000,67.0
2005-02-02100000,56.0
2005-02-02110000,43.0
2005-02-02120000,40.0
2005-02-02130000,26.0
2005-02-02140000,22.0
2005-02-02150000,19.0
2005-02-02160000,18.0
2005-02-02170000,31.0
2005-02-02180000,48.0
2005-02-02190000,58.0
2005-02-02200000,59.0
2005-02-02210000,41.0
2005-02-02220000,18.0
2005-02-02230000,17.0
2005-02-03000000,17.0
2005-02-03010000,15.0
2005-02-03020000,11.0
2005-02-03030000,9.0
2005-02-03050000,3.0
2005-02-03060000,4.0
2005-02-03070000,6.0
2005-02-03080000,30.0
2005-02-03090000,56.0
2005-02-03100000,49.0
2005-02-03110000,35.0
2005-02-03120000,22.0
2005-02-03130000,27.0
2005-02-03140000,27.0
2005-02-03150000,21.0
2005-02-03160000,20.0
2005-02-03170000,24.0
2005-02-03180000,67.0
2005-02-03190000,64.0
2005-02-03200000,39.0
2005-02-03210000,27.0
2005-02-03220000,30.0
2005-02-03230000,21.0
2005-02-04000000,12.0
2005-02-04010000,12.0
2005-02-04020000,7.0
2005-02-04030000,9.0
2005-02-04040000,8.0
2005-02-04050000,4.0
2005-02-04060000,7.0
2005-02-04070000,14.0
2005-02-04080000,40.0
2005-02-04090000,39.0
2005-02-04100000,31.0
2005-02-04110000,32.0
2005-02-04120000,15.0
2005-02-04130000,12.0
2005-02-04140000,19.0
2005-02-04150000,15.0
2005-02-04160000,14.0
2005-02-04170000,19.0
2005-02-04180000,22.0
2005-02-04190000,30.0
2005-02-04200000,26.0
2005-02-04210000,28.0
2005-02-04220000,16.0
2005-02-04230000,13.0
2005-02-05000000,16.0
2005-02-05010000,15.0
2005-02-05020000,13.0
2005-02-05030000,16.0
2005-02-05040000,20.0
2005-02-05050000,13.0
2005-02-05060000,9.0
2005-02-05070000,14.0
2005-02-05080000,31.0
2005-02-05090000,41.0
2005-02-05100000,13.0
2005-02-05110000,9.0
2005-02-05120000,10.0
2005-02-05130000,10.0
2005-02-05140000,11.0
2005-02-05150000,8.0
2005-02-05160000,10.0
2005-02-05170000,9.0
2005-02-05180000,9.0
2005-02-05190000,16.0
2005-02-05200000,14.0
2005-02-05210000,14.0
2005-02-05220000,11.0
2005-02-05230000,12.0
2005-02-06000000,18.0
2005-02-06010000,14.0
2005-02-06020000,14.0
2005-02-06030000,9.0
2005-02-06050000,8.0
2005-02-06060000,7.0
2005-02-06070000,7.0
2005-02-06080000,6.0
2005-02-06090000,8.0
2005-02-06100000,13.0
2005-02-06110000,20.0
2005-02-06120000,17.0
2005-02-06130000,12.0
2005-02-06140000,10.0
2005-02-06150000,8.0
2005-02-06160000,10.0
2005-02-06170000,14.0
2005-02-06180000,11.0
2005-02-06190000,16.0
2005-02-06200000,18.0
2005-02-06210000,14.0
2005-02-06220000,11.0
2005-02-06230000,10.0
2005-02-07000000,11.0
2005-02-07010000,10.0
2005-02-07020000,8.0
2005-02-07030000,6.0
2005-02-07040000,6.0
2005-02-07050000,6.0
2005-02-07060000,6.0
2005-02-07070000,8.0
2005-02-07080000,23.0
2005-02-07090000,28.0
2005-02-07100000,21.0
2005-02-07110000,17.0
2005-02-07120000,14.0
2005-02-07130000,16.0
2005-02-07140000,14.0
2005-02-07150000,13.0
2005-02-07160000,14.0
2005-02-07170000,17.0
2005-02-07180000,19.0
2005-02-07190000,23.0
2005-02-07200000,20.0
2005-02-07210000,16.0
2005-02-07220000,10.0
2005-02-07230000,9.0
2005-02-08000000,9.0
2005-02-08010000,9.0
2005-02-08020000,5.0
2005-02-08030000,4.0
2005-02-08040000,5.0
2005-02-08050000,6.0
2005-02-08060000,6.0
2005-02-08070000,10.0
2005-02-08080000,21.0
2005-02-08090000,29.0
2005-02-08100000,22.0
2005-02-08110000,16.0
2005-02-08120000,18.0
2005-02-08130000,15.0
2005-02-08140000,22.0
2005-02-08150000,16.0
2005-02-08160000,15.0
2005-02-08170000,18.0
2005-02-08180000,18.0
2005-02-08190000,23.0
2005-02-08200000,19.0
2005-02-08210000,19.0
2005-02-08220000,11.0
2005-02-08230000,9.0
2005-02-09000000,8.0
2005-02-09010000,9.0
2005-02-09020000,7.0
2005-02-09030000,8.0
2005-02-09050000,7.0
2005-02-09060000,6.0
2005-02-09070000,10.0
2005-02-09080000,17.0
2005-02-09090000,27.0
2005-02-09100000,33.0
2005-02-09110000,21.0
2005-02-09120000,20.0
2005-02-09130000,20.0
2005-02-09140000,23.0
2005-02-09150000,20.0
2005-02-09160000,21.0
2005-02-09170000,23.0
2005-02-09180000,31.0
2005-02-09190000,39.0
2005-02-09200000,38.0
2005-02-09210000,29.0
2005-02-09220000,22.0
2005-02-09230000,19.0
2005-02-10000000,20.0
2005-02-10010000,18.0
2005-02-10020000,16.0
2005-02-10030000,15.0
2005-02-10040000,14.0
2005-02-10050000,15.0
2005-02-10060000,17.0
2005-02-10070000,19.0
2005-02-10080000,33.0
2005-02-10090000,38.0
2005-02-10100000,43.0
2005-02-10110000,37.0
2005-02-10120000,27.0
2005-02-10130000,22.0
2005-02-10140000,24.0
2005-02-10150000,22.0
2005-02-10160000,23.0
2005-02-10170000,26.0
2005-02-10180000,42.0
2005-02-10190000,62.0
2005-02-10200000,84.0
2005-02-10210000,45.0
2005-02-10220000,27.0
2005-02-10230000,24.0
2005-02-11000000,23.0
2005-02-11010000,22.0
2005-02-11020000,20.0
2005-02-11030000,16.0
2005-02-11040000,16.0
2005-02-11050000,15.0
2005-02-11060000,17.0
2005-02-11070000,18.0
2005-02-11080000,38.0
2005-02-11090000,59.0
2005-02-11100000,54.0
2005-02-11110000,47.0
2005-02-11120000,43.0
2005-02-11130000,54.0
2005-02-11140000,58.0
2005-02-11150000,61.0
